Order_ID,Product,Quantity,Price_Each,Order_Date,Purchase_Address,shop
17488,27in FHD Monitor,1,149.99,1/24/2013 8:07,"181 Meadow St, Boston, MA 02215",jithinjose
17489,Bose SoundSport Headphones,1,99.99,1/23/2013 17:32,"364 Ridge St, San Francisco, CA 94016",jithinjose
17490,AA Batteries (4-pack),3,3.84,1/1/2013 23:07,"574 Park St, San Francisco, CA 94016",jithinjose
17491,Apple Airpods Headphones,1,150,1/27/2013 20:26,"459 Walnut St, San Francisco, CA 94016",jithinjose
17492,ThinkPad Laptop,1,999.99,1/22/2013 18:39,"60 Ridge St, San Francisco, CA 94016",jithinjose
17493,Apple Airpods Headphones,1,150,1/16/2013 18:03,"940 Church St, San Francisco, CA 94016",jithinjose
17494,AA Batteries (4-pack),1,3.84,1/10/2013 18:34,"480 North St, Seattle, WA 98101",jithinjose
17495,Flatscreen TV,1,300,1/24/2013 19:12,"698 Cherry St, San Francisco, CA 94016",jithinjose
17496,iPhone,1,700,1/4/2013 8:04,"241 Walnut St, Los Angeles, CA 90001",jithinjose
17497,ThinkPad Laptop,1,999.99,1/10/2013 21:48,"135 6th St, San Francisco, CA 94016",jithinjose
17498,Lightning Charging Cable,1,14.95,1/7/2013 9:00,"624 8th St, Austin, TX 73301",jithinjose
17499,Bose SoundSport Headphones,1,99.99,1/30/2013 6:47,"92 Willow St, Los Angeles, CA 90001",jithinjose
17500,Bose SoundSport Headphones,1,99.99,1/18/2013 23:24,"841 South St, Boston, MA 02215",jithinjose
17501,Wired Headphones,1,11.99,1/14/2013 17:10,"888 14th St, Seattle, WA 98101",jithinjose
17502,AAA Batteries (4-pack),2,2.99,1/3/2013 19:19,"311 Meadow St, Dallas, TX 75001",jithinjose
17503,Wired Headphones,1,11.99,1/1/2013 15:39,"662 Cherry St, San Francisco, CA 94016",jithinjose
17504,Google Phone,1,600,1/1/2013 7:26,"19 Cedar St, Boston, MA 02215",jithinjose
17504,USB-C Charging Cable,1,11.95,1/15/2013 13:30,"19 Cedar St, Boston, MA 02215",jithinjose
17505,ThinkPad Laptop,1,999.99,1/10/2013 17:58,"823 Johnson St, Seattle, WA 98101",jithinjose
17506,iPhone,1,700,1/10/2013 21:16,"656 Pine St, Los Angeles, CA 90001",jithinjose
17506,Apple Airpods Headphones,1,150,1/6/2013 11:14,"656 Pine St, Los Angeles, CA 90001",jithinjose
17507,AAA Batteries (4-pack),1,2.99,1/15/2013 10:56,"825 2nd St, Portland, OR 97035",jithinjose
17508,Bose SoundSport Headphones,1,99.99,1/10/2013 16:06,"845 Lakeview St, San Francisco, CA 94016",jithinjose
17509,AAA Batteries (4-pack),1,2.99,1/16/2013 16:45,"616 9th St, New York City, NY 10001",jithinjose
17510,Bose SoundSport Headphones,1,99.99,1/1/2013 16:50,"182 Main St, San Francisco, CA 94016",jithinjose
17511,iPhone,1,700,1/2/2013 1:06,"719 North St, Los Angeles, CA 90001",jithinjose
17511,Lightning Charging Cable,1,14.95,1/2/2013 20:17,"719 North St, Los Angeles, CA 90001",jithinjose
17512,Lightning Charging Cable,2,14.95,1/11/2013 19:39,"250 7th St, San Francisco, CA 94016",jithinjose
17513,Apple Airpods Headphones,1,150,1/24/2013 15:34,"50 11th St, Dallas, TX 75001",jithinjose
17514,Flatscreen TV,1,300,1/2/2013 13:25,"625 Wilson St, Atlanta, GA 30301",jithinjose
17515,AA Batteries (4-pack),1,3.84,1/29/2013 13:05,"882 River St, Los Angeles, CA 90001",jithinjose
17516,USB-C Charging Cable,1,11.95,1/9/2013 23:02,"879 Madison St, Atlanta, GA 30301",jithinjose
1751,USB-C Charging Cable,1,11.95,1/11/2013 1:51,"191 South St, San Francisco, CA 94016",jithinjose
1752,Apple Airpods Headphones,1,150,1/28/2013 15:42,"136 Elm St, San Francisco, CA 94016",jithinjose
17519,27in 4K Gaming Monitor,1,389.99,1/11/2013 21:03,"979 Pine St, New York City, NY 10001",jithinjose
17520,34in Ultrawide Monitor,1,379.99,1/12/2013 18:59,"652 Park St, Atlanta, GA 30301",jithinjose
17521,USB-C Charging Cable,1,11.95,1/15/2013 9:51,"921 6th St, Portland, OR 97035",jithinjose
17522,iPhone,1,700,1/25/2013 12:27,"139 Hill St, Portland, OR 97035",jithinjose
17523,27in 4K Gaming Monitor,1,389.99,1/3/2013 18:35,"6 8th St, San Francisco, CA 94016",jithinjose
17524,Wired Headphones,1,11.99,1/17/2013 19:16,"561 Park St, San Francisco, CA 94016",jithinjose
17525,Wired Headphones,2,11.99,1/4/2013 12:03,"838 4th St, San Francisco, CA 94016",jithinjose
17526,AAA Batteries (4-pack),1,2.99,1/14/2013 5:43,"47 Lincoln St, Austin, TX 73301",jithinjose
17527,Wired Headphones,2,11.99,1/4/2013 7:31,"474 Highland St, Portland, OR 97035",jithinjose
17528,Vareebadd Phone,1,400,1/25/2013 16:22,"251 Maple St, San Francisco, CA 94016",jithinjose
17529,Lightning Charging Cable,1,14.95,1/22/2013 14:04,"766 Lakeview St, San Francisco, CA 94016",jithinjose
17530,Wired Headphones,1,11.99,1/22/2013 14:04,"792 Dogwood St, Atlanta, GA 30301",jithinjose
17531,USB-C Charging Cable,1,11.95,1/19/2013 11:47,"807 7th St, Dallas, TX 75001",jithinjose
17532,AA Batteries (4-pack),2,3.84,1/18/2013 22:12,"959 Lakeview St, Dallas, TX 75001",jithinjose
17533,Bose SoundSport Headphones,1,99.99,1/17/2013 11:27,"183 11th St, Portland, OR 97035",jithinjose
17534,Macbook Pro Laptop,1,1700,1/17/2013 14:01,"504 Hill St, Los Angeles, CA 90001",jithinjose
17535,Macbook Pro Laptop,1,1700,1/22/2013 21:09,"305 Center St, Boston, MA 02215",jithinjose
17536,27in 4K Gaming Monitor,1,389.99,1/7/2013 13:16,"796 2nd St, San Francisco, CA 94016",jithinjose
17537,Bose SoundSport Headphones,1,99.99,1/4/2013 18:15,"545 Elm St, Dallas, TX 75001",jithinjose
17538,AAA Batteries (4-pack),1,2.99,1/21/2013 16:22,"345 2nd St, Boston, MA 02215",jithinjose
17539,Bose SoundSport Headphones,1,99.99,1/12/2013 18:32,"348 Cedar St, New York City, NY 10001",jithinjose
17540,Google Phone,1,600,1/13/2013 16:15,"778 Washington St, Los Angeles, CA 90001",jithinjose
17541,Apple Airpods Headphones,1,150,1/3/2013 11:19,"170 Dogwood St, Boston, MA 02215",jithinjose
17542,AAA Batteries (4-pack),1,2.99,1/30/2013 19:19,"239 River St, Portland, ME 04101",jithinjose
17543,Macbook Pro Laptop,1,1700,1/8/2013 0:26,"42 Maple St, San Francisco, CA 94016",jithinjose
17544,27in 4K Gaming Monitor,1,389.99,1/1/2013 10:49,"140 7th St, Los Angeles, CA 90001",jithinjose
17545,Wired Headphones,1,11.99,1/19/2013 19:25,"681 Cherry St, Dallas, TX 75001",jithinjose
17546,USB-C Charging Cable,2,11.95,1/9/2013 18:44,"632 Highland St, New York City, NY 10001",jithinjose
17547,Lightning Charging Cable,1,14.95,1/3/2013 11:57,"236 Jackson St, San Francisco, CA 94016",jithinjose
17548,Apple Airpods Headphones,1,150,1/17/2013 14:52,"206 Ridge St, San Francisco, CA 94016",jithinjose
17549,USB-C Charging Cable,1,11.95,1/24/2013 20:36,"406 9th St, New York City, NY 10001",jithinjose
17550,Macbook Pro Laptop,1,1700,1/24/2013 20:36,"506 Lincoln St, Dallas, TX 75001",jithinjose
17551,27in FHD Monitor,1,149.99,1/26/2013 10:19,"615 Lincoln St, San Francisco, CA 94016",jithinjose
17552,Wired Headphones,1,11.99,1/1/2013 13:36,"107 11th St, Austin, TX 73301",jithinjose
17553,AAA Batteries (4-pack),1,2.99,1/9/2013 13:06,"141 River St, San Francisco, CA 94016",jithinjose
17554,27in FHD Monitor,1,149.99,1/29/2013 20:09,"751 Forest St, Dallas, TX 75001",jithinjose
17555,27in FHD Monitor,1,149.99,1/19/2013 17:20,"677 Willow St, San Francisco, CA 94016",jithinjose
17556,Lightning Charging Cable,1,14.95,1/16/2013 16:04,"398 North St, San Francisco, CA 94016",jithinjose
17557,AAA Batteries (4-pack),1,2.99,1/5/2013 19:14,"717 4th St, Dallas, TX 75001",jithinjose
17558,ThinkPad Laptop,1,999.99,1/11/2013 20:33,"990 9th St, San Francisco, CA 94016",jithinjose
17559,Flatscreen TV,1,300,1/18/2013 22:31,"111 6th St, New York City, NY 10001",jithinjose
17560,Bose SoundSport Headphones,1,99.99,1/29/2013 19:58,"803 Lincoln St, New York City, NY 10001",jithinjose
17561,AA Batteries (4-pack),1,3.84,1/19/2013 14:30,"105 Hickory St, Los Angeles, CA 90001",jithinjose
17562,Wired Headphones,1,11.99,1/15/2013 20:33,"185 11th St, Los Angeles, CA 90001",jithinjose
17563,AA Batteries (4-pack),1,3.84,1/30/2013 20:00,"90 Johnson St, San Francisco, CA 94016",jithinjose
17564,Apple Airpods Headphones,1,150,1/8/2013 23:52,"796 Center St, New York City, NY 10001",jithinjose
17565,AAA Batteries (4-pack),2,2.99,1/24/2013 17:29,"736 8th St, Dallas, TX 75001",jithinjose
17566,AAA Batteries (4-pack),1,2.99,1/13/2013 11:51,"181 Cedar St, Atlanta, GA 30301",jithinjose
17567,Apple Airpods Headphones,1,150,1/5/2013 12:21,"765 Willow St, San Francisco, CA 94016",jithinjose
17568,Wired Headphones,1,11.99,1/10/2013 13:06,"147 Sunset St, Seattle, WA 98101",jithinjose
17569,Wired Headphones,1,11.99,1/4/2013 19:57,"994 7th St, Los Angeles, CA 90001",jithinjose
17569,Google Phone,1,600,1/24/2013 9:05,"994 7th St, Los Angeles, CA 90001",jithinjose
17570,Wired Headphones,1,11.99,1/26/2013 9:08,"959 Forest St, New York City, NY 10001",jithinjose
17571,AA Batteries (4-pack),3,3.84,1/30/2013 9:22,"760 Main St, Atlanta, GA 30301",jithinjose
17572,Apple Airpods Headphones,1,150,1/27/2013 6:37,"366 Willow St, Seattle, WA 98101",jithinjose
17573,AA Batteries (4-pack),1,3.84,1/23/2013 0:48,"518 Cherry St, San Francisco, CA 94016",jithinjose
17574,Wired Headphones,2,11.99,1/16/2013 23:46,"718 Adams St, Seattle, WA 98101",jithinjose
17575,AAA Batteries (4-pack),2,2.99,1/12/2013 9:31,"677 Cherry St, New York City, NY 10001",jithinjose
17576,AA Batteries (4-pack),2,3.84,1/5/2013 8:52,"221 Madison St, New York City, NY 10001",jithinjose
17577,AAA Batteries (4-pack),1,2.99,1/5/2013 8:52,"252 8th St, San Francisco, CA 94016",jithinjose
17578,Google Phone,1,600,1/12/2013 15:08,"752 Park St, Dallas, TX 75001",jithinjose
17578,USB-C Charging Cable,1,11.95,1/13/2013 2:14,"752 Park St, Dallas, TX 75001",jithinjose
17579,Apple Airpods Headphones,1,150,1/29/2013 2:15,"282 South St, Seattle, WA 98101",jithinjose
17580,Apple Airpods Headphones,1,150,1/9/2013 17:06,"817 Jefferson St, Los Angeles, CA 90001",jithinjose
17581,Lightning Charging Cable,1,14.95,1/3/2013 16:04,"587 Lake St, Boston, MA 02215",jithinjose
17582,Bose SoundSport Headphones,1,99.99,1/18/2013 16:59,"707 9th St, Dallas, TX 75001",jithinjose
17582,Wired Headphones,1,11.99,1/15/2013 13:30,"707 9th St, Dallas, TX 75001",jithinjose
17583,Lightning Charging Cable,1,14.95,1/15/2013 15:34,"663 Cherry St, San Francisco, CA 94016",jithinjose
17584,AAA Batteries (4-pack),1,2.99,1/9/2013 17:10,"891 Forest St, San Francisco, CA 94016",jithinjose
17585,AA Batteries (4-pack),1,3.84,1/30/2013 12:22,"196 11th St, San Francisco, CA 94016",jithinjose
17586,Bose SoundSport Headphones,1,99.99,1/25/2013 15:28,"624 Lake St, Los Angeles, CA 90001",jithinjose
17587,USB-C Charging Cable,1,11.95,1/24/2013 11:54,"455 9th St, Portland, ME 04101",jithinjose
17588,27in FHD Monitor,1,149.99,1/8/2013 23:41,"778 Ridge St, Los Angeles, CA 90001",jithinjose
17589,34in Ultrawide Monitor,1,379.99,1/31/2013 15:21,"836 Cherry St, Los Angeles, CA 90001",jithinjose
17590,Wired Headphones,1,11.99,1/15/2013 17:48,"589 1st St, Portland, OR 97035",jithinjose
17591,ThinkPad Laptop,1,999.99,1/26/2013 19:24,"121 9th St, San Francisco, CA 94016",jithinjose
17592,iPhone,1,700,1/1/2013 20:13,"448 Maple St, San Francisco, CA 94016",jithinjose
17592,Lightning Charging Cable,2,14.95,1/9/2013 15:18,"448 Maple St, San Francisco, CA 94016",jithinjose
17593,27in 4K Gaming Monitor,1,389.99,1/9/2013 15:18,"554 Lincoln St, Los Angeles, CA 90001",jithinjose
17594,AA Batteries (4-pack),1,3.84,1/26/2013 23:06,"459 11th St, Los Angeles, CA 90001",jithinjose
17595,Bose SoundSport Headphones,1,99.99,1/2/2013 16:06,"571 Lincoln St, Los Angeles, CA 90001",jithinjose
17596,Wired Headphones,1,11.99,1/1/2013 16:52,"906 10th St, Boston, MA 02215",jithinjose
17597,34in Ultrawide Monitor,1,379.99,1/8/2013 21:25,"577 Madison St, San Francisco, CA 94016",jithinjose
17598,USB-C Charging Cable,1,11.95,1/14/2013 9:25,"975 12th St, Portland, OR 97035",jithinjose
17599,Flatscreen TV,1,300,1/15/2013 6:18,"987 12th St, Los Angeles, CA 90001",jithinjose
17600,Google Phone,1,600,1/2/2013 12:10,"575 Walnut St, San Francisco, CA 94016",jithinjose
17601,Bose SoundSport Headphones,1,99.99,1/19/2013 12:01,"266 Spruce St, San Francisco, CA 94016",jithinjose
17602,Apple Airpods Headphones,1,150,1/26/2013 10:38,"313 Cherry St, Atlanta, GA 30301",jithinjose
17603,Apple Airpods Headphones,1,150,1/1/2013 14:38,"779 South St, Los Angeles, CA 90001",jithinjose
17604,Bose SoundSport Headphones,1,99.99,1/29/2013 19:59,"424 Ridge St, Los Angeles, CA 90001",jithinjose
17605,Google Phone,1,600,1/16/2013 18:30,"825 Madison St, New York City, NY 10001",jithinjose
17606,AAA Batteries (4-pack),1,2.99,1/17/2013 12:20,"167 Maple St, Portland, OR 97035",jithinjose
17607,27in 4K Gaming Monitor,1,389.99,1/20/2013 17:09,"690 Washington St, Seattle, WA 98101",jithinjose
17608,Wired Headphones,1,11.99,1/22/2013 14:37,"529 Adams St, San Francisco, CA 94016",jithinjose
17609,AA Batteries (4-pack),1,3.84,1/9/2013 14:48,"909 Jackson St, Atlanta, GA 30301",jithinjose
17610,Lightning Charging Cable,1,14.95,1/3/2013 8:34,"601 Hickory St, Austin, TX 73301",jithinjose
17611,USB-C Charging Cable,1,11.95,1/6/2013 22:14,"373 South St, San Francisco, CA 94016",jithinjose
17612,AA Batteries (4-pack),1,3.84,1/25/2013 23:34,"42 Hill St, Seattle, WA 98101",jithinjose
17613,USB-C Charging Cable,1,11.95,1/1/2013 13:58,"117 Walnut St, Seattle, WA 98101",jithinjose
17614,Apple Airpods Headphones,1,150,1/20/2013 12:54,"233 7th St, Austin, TX 73301",jithinjose
17615,20in Monitor,1,109.99,1/7/2013 17:53,"196 Lake St, Dallas, TX 75001",jithinjose
17616,Apple Airpods Headphones,1,150,1/6/2013 14:47,"252 Highland St, Los Angeles, CA 90001",jithinjose
1761,AAA Batteries (4-pack),1,2.99,1/14/2013 19:51,"396 Forest St, Boston, MA 02215",jithinjose
1762,AAA Batteries (4-pack),1,2.99,1/12/2013 16:25,"467 7th St, Seattle, WA 98101",jithinjose
17619,Lightning Charging Cable,1,14.95,1/14/2013 9:39,"306 Elm St, New York City, NY 10001",jithinjose
17620,AA Batteries (4-pack),1,3.84,1/8/2013 23:17,"439 10th St, New York City, NY 10001",jithinjose
17621,Bose SoundSport Headphones,1,99.99,1/13/2013 12:20,"333 Hickory St, New York City, NY 10001",jithinjose
17622,AAA Batteries (4-pack),3,2.99,1/16/2013 12:58,"599 Willow St, Atlanta, GA 30301",jithinjose
17623,20in Monitor,1,109.99,1/3/2013 18:55,"169 Center St, Austin, TX 73301",jithinjose
17624,Wired Headphones,1,11.99,1/10/2013 9:39,"11 Park St, Boston, MA 02215",jithinjose
17625,AA Batteries (4-pack),2,3.84,1/25/2013 19:05,"105 Walnut St, San Francisco, CA 94016",jithinjose
17626,iPhone,1,700,1/19/2013 21:19,"523 Main St, Atlanta, GA 30301",jithinjose
17627,Wired Headphones,1,11.99,1/19/2013 21:19,"987 Lincoln St, San Francisco, CA 94016",jithinjose
17628,Lightning Charging Cable,1,14.95,1/4/2013 6:17,"557 Jackson St, Seattle, WA 98101",jithinjose
17629,Lightning Charging Cable,1,14.95,1/31/2013 11:34,"676 Johnson St, Seattle, WA 98101",jithinjose
17630,Macbook Pro Laptop,1,1700,1/10/2013 12:27,"399 9th St, Seattle, WA 98101",jithinjose
17631,Bose SoundSport Headphones,1,99.99,1/21/2013 20:48,"817 Sunset St, Atlanta, GA 30301",jithinjose
17632,Apple Airpods Headphones,1,150,1/20/2013 2:07,"909 Center St, San Francisco, CA 94016",jithinjose
2623,Bose SoundSport Headphones,1,99.99,7/17/2013 18:47,"822 Willow St, San Francisco, CA 94016",jithinjose
2624,Lightning Charging Cable,1,14.95,7/3/2013 19:26,"515 Madison St, San Francisco, CA 94016",jithinjose
2625,Macbook Pro Laptop,1,1700,7/6/2013 15:47,"161 6th St, San Francisco, CA 94016",jithinjose
2626,AA Batteries (4-pack),1,3.84,7/28/2013 17:57,"441 Park St, New York City, NY 10001",jithinjose
2627,Lightning Charging Cable,1,14.95,7/8/2013 15:17,"375 4th St, Los Angeles, CA 90001",jithinjose
2628,Lightning Charging Cable,1,14.95,7/17/2013 12:37,"131 12th St, Los Angeles, CA 90001",jithinjose
2629,Apple Airpods Headphones,1,150,7/15/2013 22:37,"627 Pine St, San Francisco, CA 94016",jithinjose
2630,AA Batteries (4-pack),1,3.84,7/10/2013 16:15,"854 Center St, Dallas, TX 75001",jithinjose
2631,AAA Batteries (4-pack),1,2.99,7/26/2013 12:46,"287 7th St, San Francisco, CA 94016",jithinjose
2632,AA Batteries (4-pack),2,3.84,7/29/2013 20:50,"703 Elm St, San Francisco, CA 94016",jithinjose
2633,34in Ultrawide Monitor,1,379.99,7/27/2013 11:57,"966 Jackson St, New York City, NY 10001",jithinjose
2634,Apple Airpods Headphones,1,150,7/23/2013 10:10,"85 5th St, Dallas, TX 75001",jithinjose
2635,Bose SoundSport Headphones,1,99.99,7/8/2013 17:36,"316 Madison St, San Francisco, CA 94016",jithinjose
2636,Macbook Pro Laptop,1,1700,7/22/2013 20:56,"853 10th St, New York City, NY 10001",jithinjose
2637,Lightning Charging Cable,1,14.95,7/18/2013 20:29,"74 Main St, Portland, OR 97035",jithinjose
2638,ThinkPad Laptop,1,999.99,7/30/2013 17:42,"807 Elm St, Austin, TX 73301",jithinjose
2639,AA Batteries (4-pack),2,3.84,7/6/2013 12:08,"508 Park St, Seattle, WA 98101",jithinjose
2640,USB-C Charging Cable,1,11.95,7/4/2013 20:43,"270 9th St, Los Angeles, CA 90001",jithinjose
2641,USB-C Charging Cable,1,11.95,7/9/2013 12:42,"435 8th St, New York City, NY 10001",jithinjose
2642,USB-C Charging Cable,1,11.95,7/28/2013 0:20,"619 Park St, San Francisco, CA 94016",jithinjose
2643,Bose SoundSport Headphones,1,99.99,7/10/2013 15:25,"62 Main St, Los Angeles, CA 90001",jithinjose
2644,Wired Headphones,2,11.99,7/17/2013 7:56,"680 Dogwood St, Boston, MA 02215",jithinjose
2645,Lightning Charging Cable,1,14.95,7/28/2013 18:10,"561 13th St, Portland, OR 97035",jithinjose
2646,20in Monitor,1,109.99,7/19/2013 19:57,"409 Jefferson St, San Francisco, CA 94016",jithinjose
2647,AAA Batteries (4-pack),1,2.99,7/26/2013 15:57,"599 Sunset St, Austin, TX 73301",jithinjose
2648,Macbook Pro Laptop,1,1700,7/17/2013 19:03,"669 Walnut St, New York City, NY 10001",jithinjose
2649,20in Monitor,1,109.99,7/2/2013 17:51,"744 8th St, New York City, NY 10001",jithinjose
2650,Apple Airpods Headphones,1,150,7/24/2013 22:00,"33 Jefferson St, Boston, MA 02215",jithinjose
2651,Google Phone,1,600,7/6/2013 13:31,"455 Walnut St, San Francisco, CA 94016",jithinjose
2652,AAA Batteries (4-pack),1,2.99,7/1/2013 20:20,"377 Madison St, Atlanta, GA 30301",jithinjose
2653,AAA Batteries (4-pack),1,2.99,7/17/2013 8:39,"665 Walnut St, New York City, NY 10001",jithinjose
2654,34in Ultrawide Monitor,1,379.99,7/7/2013 22:00,"373 South St, Dallas, TX 75001",jithinjose
2655,Apple Airpods Headphones,1,150,7/28/2013 18:20,"555 Adams St, Dallas, TX 75001",jithinjose
2656,USB-C Charging Cable,1,11.95,7/17/2013 12:31,"494 South St, Boston, MA 02215",jithinjose
2657,AAA Batteries (4-pack),1,2.99,7/14/2013 18:52,"462 8th St, New York City, NY 10001",jithinjose
2658,USB-C Charging Cable,1,11.95,7/1/2013 18:44,"76 Jackson St, San Francisco, CA 94016",jithinjose
2659,27in 4K Gaming Monitor,1,389.99,7/6/2013 11:45,"515 Ridge St, Seattle, WA 98101",jithinjose
2660,Lightning Charging Cable,1,14.95,7/5/2013 11:47,"77 Cherry St, Boston, MA 02215",jithinjose
2661,27in FHD Monitor,1,149.99,7/4/2013 20:30,"569 2nd St, Boston, MA 02215",jithinjose
2662,Wired Headphones,1,11.99,7/6/2013 11:40,"641 Spruce St, San Francisco, CA 94016",jithinjose
2663,USB-C Charging Cable,1,11.95,7/3/2013 13:49,"553 Highland St, New York City, NY 10001",jithinjose
2664,Apple Airpods Headphones,1,150,7/13/2013 18:23,"606 Elm St, Dallas, TX 75001",jithinjose
2665,USB-C Charging Cable,2,11.95,7/31/2013 18:26,"827 Willow St, Portland, OR 97035",jithinjose
2666,20in Monitor,1,109.99,7/18/2013 17:06,"604 Jackson St, Los Angeles, CA 90001",jithinjose
2667,Wired Headphones,1,11.99,7/19/2013 10:32,"975 13th St, Seattle, WA 98101",jithinjose
2668,Bose SoundSport Headphones,1,99.99,7/26/2013 22:22,"161 Main St, San Francisco, CA 94016",jithinjose
2669,AAA Batteries (4-pack),2,2.99,7/7/2013 19:46,"155 Cedar St, San Francisco, CA 94016",jithinjose
2670,iPhone,1,700,7/20/2013 20:07,"24 Lincoln St, Dallas, TX 75001",jithinjose
2671,iPhone,1,700,7/23/2013 17:36,"349 Lakeview St, San Francisco, CA 94016",jithinjose
2672,AAA Batteries (4-pack),1,2.99,7/9/2013 16:53,"939 Main St, Los Angeles, CA 90001",jithinjose
2673,USB-C Charging Cable,2,11.95,7/12/2013 19:49,"289 Main St, Dallas, TX 75001",jithinjose
2674,AAA Batteries (4-pack),1,2.99,7/14/2013 9:41,"582 Lake St, San Francisco, CA 94016",jithinjose
2675,27in FHD Monitor,1,149.99,7/25/2013 18:47,"236 Cherry St, Austin, TX 73301",jithinjose
2676,Flatscreen TV,1,300,7/18/2013 9:03,"814 Park St, Portland, OR 97035",jithinjose
2677,Bose SoundSport Headphones,1,99.99,7/31/2013 21:20,"851 12th St, Los Angeles, CA 90001",jithinjose
2678,AA Batteries (4-pack),1,3.84,7/11/2013 9:36,"97 11th St, Seattle, WA 98101",jithinjose
2679,Bose SoundSport Headphones,1,99.99,7/14/2013 18:19,"931 11th St, Dallas, TX 75001",jithinjose
2680,Lightning Charging Cable,1,14.95,7/7/2013 18:34,"9 Johnson St, Austin, TX 73301",jithinjose
2681,USB-C Charging Cable,1,11.95,7/28/2013 12:35,"442 7th St, Los Angeles, CA 90001",jithinjose
2682,AA Batteries (4-pack),2,3.84,7/5/2013 22:06,"387 2nd St, San Francisco, CA 94016",jithinjose
2683,27in 4K Gaming Monitor,1,389.99,7/17/2013 22:11,"799 Lincoln St, Portland, OR 97035",jithinjose
2684,Wired Headphones,1,11.99,7/30/2013 12:55,"447 Cedar St, San Francisco, CA 94016",jithinjose
2685,AAA Batteries (4-pack),1,2.99,7/10/2013 19:39,"756 Hickory St, Dallas, TX 75001",jithinjose
2686,Flatscreen TV,1,300,7/23/2013 9:41,"91 8th St, San Francisco, CA 94016",jithinjose
2687,Wired Headphones,1,11.99,7/9/2013 14:03,"767 Walnut St, Boston, MA 02215",jithinjose
2688,27in 4K Gaming Monitor,1,389.99,7/2/2013 18:59,"524 Spruce St, Portland, OR 97035",jithinjose
2689,USB-C Charging Cable,2,11.95,7/14/2013 12:48,"334 Church St, Atlanta, GA 30301",jithinjose
2690,AA Batteries (4-pack),1,3.84,7/13/2013 12:12,"192 1st St, Atlanta, GA 30301",jithinjose
2691,27in 4K Gaming Monitor,1,389.99,7/10/2013 12:52,"396 Sunset St, New York City, NY 10001",jithinjose
2692,USB-C Charging Cable,1,11.95,7/24/2013 20:33,"882 River St, Seattle, WA 98101",jithinjose
2693,AA Batteries (4-pack),1,3.84,7/31/2013 13:05,"675 West St, Los Angeles, CA 90001",jithinjose
2694,Lightning Charging Cable,1,14.95,7/8/2013 6:20,"929 Park St, Boston, MA 02215",jithinjose
2695,Bose SoundSport Headphones,1,99.99,7/18/2013 10:30,"455 Cedar St, New York City, NY 10001",jithinjose
2696,Macbook Pro Laptop,1,1700,7/31/2013 13:15,"39 9th St, Austin, TX 73301",jithinjose
2697,Apple Airpods Headphones,1,150,7/12/2013 19:14,"400 Main St, Seattle, WA 98101",jithinjose
2698,Lightning Charging Cable,1,14.95,7/30/2013 17:58,"115 12th St, Los Angeles, CA 90001",jithinjose
2699,Lightning Charging Cable,1,14.95,7/31/2013 14:54,"554 11th St, San Francisco, CA 94016",jithinjose
2700,USB-C Charging Cable,1,11.95,7/2/2013 16:02,"537 Johnson St, San Francisco, CA 94016",jithinjose
2701,Lightning Charging Cable,1,14.95,7/29/2013 9:15,"378 Meadow St, New York City, NY 10001",jithinjose
2702,USB-C Charging Cable,1,11.95,7/19/2013 13:41,"747 Wilson St, Dallas, TX 75001",jithinjose
2703,AAA Batteries (4-pack),1,2.99,7/1/2013 14:16,"412 Johnson St, New York City, NY 10001",jithinjose
2704,AA Batteries (4-pack),1,3.84,7/27/2013 18:39,"325 Lincoln St, San Francisco, CA 94016",jithinjose
2705,Lightning Charging Cable,1,14.95,7/30/2013 22:20,"22 9th St, Atlanta, GA 30301",jithinjose
2706,34in Ultrawide Monitor,1,379.99,7/4/2013 19:19,"795 Wilson St, Los Angeles, CA 90001",jithinjose
2707,iPhone,1,700,7/31/2013 21:52,"834 14th St, Los Angeles, CA 90001",jithinjose
2708,AAA Batteries (4-pack),1,2.99,7/30/2013 4:03,"236 2nd St, New York City, NY 10001",jithinjose
2709,AAA Batteries (4-pack),1,2.99,7/31/2013 23:30,"218 West St, Los Angeles, CA 90001",jithinjose
2710,Lightning Charging Cable,1,14.95,7/31/2013 23:30,"300 Hill St, Portland, OR 97035",jithinjose
2711,Lightning Charging Cable,1,14.95,7/11/2013 20:18,"877 Wilson St, Seattle, WA 98101",jithinjose
2712,Apple Airpods Headphones,1,150,7/26/2013 20:39,"652 6th St, Seattle, WA 98101",jithinjose
2713,Google Phone,1,600,7/26/2013 9:00,"933 Church St, Boston, MA 02215",jithinjose
2714,AA Batteries (4-pack),1,3.84,7/30/2013 8:14,"507 Park St, Los Angeles, CA 90001",jithinjose
2715,Wired Headphones,1,11.99,7/11/2013 12:13,"458 14th St, Boston, MA 02215",jithinjose
2716,34in Ultrawide Monitor,1,379.99,7/30/2013 18:31,"245 Wilson St, New York City, NY 10001",jithinjose
271,AA Batteries (4-pack),1,3.84,7/14/2013 9:24,"569 Jackson St, San Francisco, CA 94016",jithinjose
272,ThinkPad Laptop,1,999.99,7/31/2013 12:46,"481 Cherry St, Los Angeles, CA 90001",jithinjose
2719,ThinkPad Laptop,1,999.99,7/13/2013 17:34,"539 6th St, San Francisco, CA 94016",jithinjose
2720,AA Batteries (4-pack),2,3.84,7/5/2013 12:09,"607 West St, Austin, TX 73301",jithinjose
